imgPath,imgClass
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0000.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0001.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0002.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0003.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0004.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0005.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0006.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0007.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0008.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0009.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0010.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0011.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0012.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0013.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0014.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0015.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0016.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0017.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0018.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0019.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0020.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0021.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0022.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0023.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0024.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0025.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0026.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0027.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0028.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0029.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0030.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0031.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0032.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0033.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0034.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0035.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0036.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0037.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0038.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0039.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0040.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0041.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0042.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0043.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0044.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0045.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0046.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0047.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0048.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0049.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0050.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0051.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0052.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0053.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0054.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0055.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0056.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0057.jpg,airplanes
K:/myCBIR_git/dataset_test/airplanes/airplanes_image_0058.jpg,airplanes
K:/myCBIR_git/dataset_test/barrel/barrel_image_0000.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0001.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0002.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0003.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0004.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0005.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0006.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0007.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0008.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0009.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0010.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0011.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0012.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0013.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0014.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0015.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0016.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0017.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0018.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0019.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0020.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0021.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0022.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0023.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0024.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0025.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0026.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0027.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0028.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0029.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0030.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0031.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0032.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0033.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0034.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0035.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0036.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0037.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0038.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0039.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0040.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0041.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0042.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0043.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0044.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0045.jpg,barrel
K:/myCBIR_git/dataset_test/barrel/barrel_image_0046.jpg,barrel
K:/myCBIR_git/dataset_test/brain/brain_image_0000.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0001.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0002.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0003.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0004.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0005.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0006.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0007.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0008.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0009.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0010.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0011.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0012.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0013.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0014.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0015.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0016.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0017.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0018.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0019.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0020.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0021.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0022.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0023.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0024.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0025.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0026.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0027.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0028.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0029.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0030.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0031.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0032.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0033.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0034.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0035.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0036.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0037.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0038.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0039.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0040.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0041.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0042.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0043.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0044.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0045.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0046.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0047.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0048.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0049.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0050.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0051.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0052.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0053.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0054.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0055.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0056.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0057.jpg,brain
K:/myCBIR_git/dataset_test/brain/brain_image_0058.jpg,brain
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0000.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0001.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0002.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0003.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0004.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0005.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0006.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0007.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0008.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0009.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0010.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0011.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0012.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0013.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0014.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0015.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0016.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0017.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0018.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0019.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0020.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0021.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0022.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0023.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0024.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0025.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0026.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0027.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0028.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0029.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0030.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0031.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0032.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0033.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0034.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0035.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0036.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0037.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0038.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0039.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0040.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0041.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0042.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0043.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0044.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0045.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0046.jpg,butterfly
K:/myCBIR_git/dataset_test/butterfly/butterfly_image_0047.jpg,butterfly
K:/myCBIR_git/dataset_test/camera/camera_image_0000.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0001.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0002.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0003.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0004.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0005.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0006.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0007.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0008.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0009.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0010.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0011.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0012.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0013.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0014.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0015.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0016.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0017.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0018.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0019.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0020.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0021.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0022.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0023.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0024.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0025.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0026.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0027.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0028.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0029.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0030.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0031.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0032.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0033.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0034.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0035.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0036.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0037.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0038.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0039.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0040.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0041.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0042.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0043.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0044.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0045.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0046.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0047.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0048.jpg,camera
K:/myCBIR_git/dataset_test/camera/camera_image_0049.jpg,camera
K:/myCBIR_git/dataset_test/car_side/car_side_image_0000.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0001.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0002.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0003.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0004.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0005.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0006.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0007.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0008.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0009.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0010.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0011.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0012.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0013.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0014.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0015.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0016.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0017.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0018.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0019.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0020.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0021.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0022.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0023.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0024.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0025.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0026.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0027.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0028.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0029.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0030.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0031.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0032.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0033.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0034.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0035.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0036.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0037.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0038.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0039.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0040.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0041.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0042.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0043.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0044.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0045.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0046.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0047.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0048.jpg,car_side
K:/myCBIR_git/dataset_test/car_side/car_side_image_0049.jpg,car_side
